,0,1
0,Aug-25-20 05:26PM,MEDIA-McDonald's looking into allegation ex-CEO covered up for others - Bloomberg News Reuters
1,02:56PM,McDonald's Unveils First Variation of McNuggets - Spicy Ones TheStreet.com
2,Aug-22-20 07:00AM,"A Top Pension Manager Sold GE, Starbucks, and McDonalds Stock. It Bought This Chip Stock. Barrons.com"
3,Aug-21-20 04:18PM,'A really tough spot' for employees: How companies are enforcing mask compliance Yahoo Finance
4,12:04PM,7 Safe Stocks to Buy That Can Shrug Off the Growing Volatility InvestorPlace
5,06:34AM,2 Dividend Aristocrats That Can Anchor Your Portfolio Even During the Coronavirus Pandemic Motley Fool
6,Aug-20-20 01:15PM,Why Domino's Pizza is going on a major hiring spree Yahoo Finance
7,Aug-19-20 01:50PM,INVESTOR ACTION NOTICE: The Schall Law Firm Announces it is Investigating Claims Against McDonald's Corporation and Encourages Investors with Losses to Contact the Firm ACCESSWIRE
8,12:57PM,How McDonalds Stock Is Handling the Coronavirus Motley Fool
9,12:24PM,Why Krispy Kreme is opening a colossal doughnut-making store in nearly empty Times Square Yahoo Finance
10,11:10AM,Better Buy: McDonald's vs. Starbucks Motley Fool
11,08:10AM,8 Cheap Restaurant Stocks That Are Worth the Risk Barrons.com
12,Aug-17-20 01:15PM,McDonald's ex-boss fights sexual liaison claims BBC
13,12:40PM,Moscow Exchange to offer trading in U.S. blue chips from Aug. 24 Reuters
14,11:49AM,Institutional Investor Says McDonald's Lawsuit Against Ex-CEO Shows Failure By Board Benzinga
15,10:10AM,"McDonald's Ex-CEO Hits Back at Company, Denying He Hid Affairs With Workers TheStreet.com"
16,07:42AM,"Domino's to hire 20,000 workers in United States Reuters"
17,Aug-15-20 08:00AM,Low-wage workers face retaliation for demanding COVID-19 safety measures at work LA Times
18,Aug-14-20 02:20PM,SHAREHOLDER ALERT: The Schall Law Firm Announces it is Investigating Claims Against McDonald's Corporation and Encourages Investors with Losses to Contact the Firm ACCESSWIRE
19,12:44PM,A Trio of Stocks Growing Earnings Fast GuruFocus.com
20,Aug-13-20 12:50PM,INVESTOR ACTION NOTICE: The Schall Law Firm Announces it is Investigating Claims Against McDonald's Corporation and Encourages Investors with Losses to Contact the Firm ACCESSWIRE
21,11:57AM,Sonic sales are going bonkers during COVID-19 here's the major reason why Yahoo Finance
22,11:46AM,Cross-Sector: Market Data Highlights Moody's
23,10:58AM,Better Buy: McDonald's vs. Domino's Pizza Motley Fool
24,Aug-12-20 04:00PM,Arcos Dorados Holdings Inc (ARCO) Q2 2020 Earnings Call Transcript Motley Fool
25,10:56AM,It's Official. McDonald's Has a Culture Problem Motley Fool
26,Aug-11-20 05:06PM,"INVESTIGATION REMINDER: The Schall Law Firm Announces it is Investigating Claims Against McDonald's Corporation and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm Business Wire"
27,03:25PM,McDonald's Suing Former CEO Puts All Executives On Notice Benzinga
28,12:30PM,"SHAREHOLDER ACTION NOTICE: The Schall Law Firm Announces it is Investigating Claims Against McDonald's Corporation and Encourages Investors with Losses of $100,000 to Contact the Firm ACCESSWIRE"
29,12:09PM,McDonald's Steve Easterbrook: New approach to sackings? BBC
30,10:51AM,"MCD INVESTIGATION: Bronstein, Gewirtz & Grossman, LLC Notifies McDonald's Corporation Shareholders of Investigation ACCESSWIRE"
31,10:35AM,Morning Bell With Jim Cramer: Can McDonald's Recover? TheStreet.com
32,07:54AM,Russias Coronavirus Vaccine Isnt All That. Stocks Dont Care. Barrons.com
33,02:57AM,McDonald's sues ex-boss Easterbrook over alleged sexual relationships BBC
34,01:10AM,PRESS DIGEST -Wall Street Journal - Aug 11 Reuters
35,Aug-10-20 07:57PM,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of McDonald's Corporation - MCD PR Newswire
36,07:43PM,Trump Takes Credit for Stock Market Gains Barrons.com
