Company,Timestamp,Label,Headline
MCD,2020-10-09 13:07:00,0,"Danny Meyer: Lawmakers need to pass a stimulus, 'were losing restaurants across the country' Yahoo Finance"
MCD,2020-10-09 10:58:00,0,Is McDonald's Stock A Buy? Dow Jones Giant At Record Highs As It Cooks Up Sales Rebound Investor's Business Daily
MCD,2020-10-09 02:25:00,0,McDonalds Reports 3Q Global Comps Beat; Analyst Boosts PT SmarterAnalyst
MCD,2020-10-08 17:37:00,0,"Domino's Pizza Delivers Strong Sales, But Investors Sour On Profit, Costs Investor's Business Daily"
MCD,2020-10-08 16:36:00,0,Stock Market Today With Jim Cramer: Don't Sell Citi Here TheStreet.com
MCD,2020-10-08 16:05:00,0,McDonald's Hikes Dividend As Sales Continue To Rebound Investor's Business Daily
MCD,2020-10-08 13:16:00,0,"Instacart raises $200M in new funding, McDonalds global sales improve amid pandemic Yahoo Finance Video"
MCD,2020-10-08 13:07:00,0,"Dow Jones Rises as IBM Announces Major Spinoff, McDonald's Reports Positive U.S. Sales Growth Motley Fool"
MCD,2020-10-08 12:01:00,0,"Stocks on the move: IBM shares jump on spin off plans, McDonald's rises on positive sales Yahoo Finance Video"
MCD,2020-10-08 11:35:00,0,McDonalds Boosts Dividend as U.S. Sales Turn Positive Barrons.com
MCD,2020-10-08 10:16:00,0,"McDonald's, Domino's Not Immune To COVID-19 Pandemic In Q3 Benzinga"
MCD,2020-10-08 10:09:00,0,Return On Capital Employed Overview: McDonald's Benzinga
MCD,2020-10-08 09:51:00,0,McDonald's Is Growing Again Motley Fool
MCD,2020-10-08 08:59:00,0,"McDonald's U.S. Third-Quarter Sales Rise, Fast-Food Giant Lifts Dividend TheStreet.com"
MCD,2020-10-08 08:17:00,0,McDonald's global sales improve in third quarter versus second quarter after coronavirus disruption Reuters
MCD,2020-10-08 08:15:00,0,"McDonalds stock jumps after upbeat sales report, raised dividend MarketWatch"
MCD,2020-10-08 08:00:00,0,McDonald's global sales improve in third quarter vs second qtr after coronavirus disruption Reuters
MCD,2020-10-08 05:00:00,0,"U.S. $10 Billion in Sales Expected From Amazons Delayed Prime Day, and Two More Numbers to Know Barrons.com"
MCD,2020-10-07 16:35:00,0,"McDonald's Menu Shakeup: New Bakery Items, J Balvin Meal Benzinga"
MCD,2020-10-07 16:02:00,0,McDonalds adds bakery items to menu in breakfast push Yahoo Finance Video
MCD,2020-10-07 13:40:00,0,10 Fastest Growing Franchises in the US in 2020 Insider Monkey
MCD,2020-10-07 12:04:00,0,McDonald's set to release new breakfast items in October Yahoo Finance Video
