Company,Timestamp,Label,Headline
UNH,2020-10-09 16:45:00,0,Should UnitedHealth Acquire Amwell? Motley Fool
UNH,2020-10-09 10:30:00,0,Sanvello Teams Up With the Chicago Bulls to Increase Access to Mental Health Resources for Youth Business Wire
UNH,2020-10-08 17:45:00,0,UnitedHealth Group (UNH) Stock Sinks As Market Gains: What You Should Know Zacks
UNH,2020-10-07 17:15:00,0,"Dow Jones Futures: Stock Market Rally, Apple, Amazon Rebound On Trump Tweet, Elon Musk Eyes Tesla Milestone; Fastly, Etsy, Alibaba, Alexion In Buy Zones Investor's Business Daily"
UNH,2020-10-07 12:30:00,0,Analysts Estimate UnitedHealth Group (UNH) to Report a Decline in Earnings: What to Look Out for Zacks
UNH,2020-10-07 10:00:00,0,UnitedHealth Group Launches The HERO Program to Remove Financial Barriers for Living Donor Transplants Business Wire
UNH,2020-10-06 11:30:00,1,United Health Foundation and American Academy of Family Physicians Foundation Partner to Promote Physician Well-Being and Reduce Burnout Business Wire
UNH,2020-10-05 16:25:00,0,UnitedHealth Group Inc. stock outperforms market on strong trading day MarketWatch
UNH,2020-10-05 10:02:00,0,UnitedHealth Arm Rolls Out Enhanced Health Plans for 2021 Zacks
UNH,2020-10-05 09:39:00,0,"Dow Jones Today, Stocks Jump, Biotechs Rally On Trump Coronavirus Treatment; Quidel Gets FDA Test-Kit Nod Investor's Business Daily"
UNH,2020-10-02 10:40:00,0,"The Zacks Analyst Blog Highlights: Alibaba, UnitedHealth, Merck & Co., Chipotle Mexican Grill and IDEXX Laboratories Zacks"
UNH,2020-10-01 17:45:00,0,UnitedHealth Group (UNH) Gains But Lags Market: What You Should Know Zacks
UNH,2020-10-01 14:01:00,0,UnitedHealth Dives Into Digital Pharmacy With DivvyDose Buyout Zacks
UNH,2020-10-01 13:29:00,0,"Top Analyst Reports for Alibaba, UnitedHealth & Merck Zacks"
UNH,2020-10-01 11:30:00,0,Has UnitedHealth Group (UNH) Outpaced Other Medical Stocks This Year? Zacks
UNH,2020-10-01 07:00:00,0,UnitedHealthcare's 2021 Medicare Plans Bring Unique Solutions for Unique Times Business Wire
UNH,2020-10-01 06:00:00,0,Dispute between W.H.O. and President Trump over coronavirus is tragic: Gayle Smith Yahoo Finance Video
UNH,2020-09-30 16:51:00,0,"Dow Jones Rises 330 Points, Leads Market Higher; Several Leading Stocks Break Out Investor's Business Daily"
UNH,2020-09-30 15:23:00,0,"American Express, Walmart share gains contribute to Dow's 169-point climb MarketWatch"
UNH,2020-09-30 14:22:00,0,"Dow's nearly 575-point surge highlighted by gains in shares of American Express, UnitedHealth MarketWatch"
UNH,2020-09-30 12:21:00,0,"American Express, Amgen Inc. share gains contribute to Dow's 488-point rally MarketWatch"
UNH,2020-09-30 12:20:00,0,Dow Jones Surges 450 Points To Retake Key Support; Stocks Rally After Fiery Debate Investor's Business Daily
UNH,2020-09-30 09:54:00,0,UnitedHealthcare's Health Plan to Aid Kansas City's Employers Zacks
UNH,2020-09-30 09:45:00,0,"Boeing, Dow Inc. share gains lead Dow's 214-point climb MarketWatch"
UNH,2020-09-29 17:29:00,1,UnitedHealth Buys Pharmacy Startup To Counter Amazon's Health Push Investor's Business Daily
UNH,2020-09-29 14:00:00,1,UnitedHealthcare Donates $1 Million to Support Food Security and Housing Programs Offered by Catholic Charities of Southern Nevada Business Wire
UNH,2020-09-29 10:44:00,1,Declining Stock and Solid Fundamentals: Is The Market Wrong About UnitedHealth Group Incorporated (NYSE:UNH)? Simply Wall St.
UNH,2020-09-29 10:00:00,1,UnitedHealthcare Introduces New Health Plan Offering Lower Premiums and a High-Performing Network in Kansas City Business Wire
UNH,2020-09-29 06:25:00,1,"The Zacks Analyst Blog Highlights: Dow, Salesforce, Apple, Walmart and UnitedHealth Zacks"
UNH,2020-09-29 06:01:00,1,"How companies, health providers are moving to address COVID-19's toll on mental health Yahoo Finance"
UNH,2020-09-28 15:32:00,1,These are the 'three scenarios ahead for ACA before the election: Analyst Yahoo Finance Video
UNH,2020-09-28 13:03:00,1,"Is UNH Stock A Buy Right Now? Here's What Earnings, Charts Show Investor's Business Daily"
UNH,2020-09-28 06:50:00,1,UnitedHealth Group Announces Earnings Release Date Business Wire
UNH,2020-09-25 17:05:00,0,"4 Top Stock Trades for Monday: RAD, NCLH, PENN, UNH InvestorPlace"
UNH,2020-09-25 16:25:00,0,"UnitedHealth Group Inc. stock rises Friday, outperforms market MarketWatch"
UNH,2020-09-25 15:03:00,0,"Boeing, Apple Inc. share gains contribute to Dow's 330-point rally MarketWatch"
UNH,2020-09-25 14:20:00,0,"The Zacks Analyst Blog Highlights: Alphabet, Visa, PetroChina, UnitedHealth and Honeywell Zacks"
UNH,2020-09-25 14:03:00,0,"Dow's 214-point climb led by gains for Boeing, Apple Inc. shares MarketWatch"
UNH,2020-09-25 13:03:00,0,"Boeing, Apple Inc. share gains contribute to Dow's 133-point jump MarketWatch"
UNH,2020-09-25 11:51:00,0,Why Centene Is the Most Important Healthcare Stock InvestorPlace
UNH,2020-09-25 10:47:00,0,"Boeing, Apple Inc. share gains contribute to Dow's 60-point jump MarketWatch"
UNH,2020-09-24 16:25:00,1,"UnitedHealth Group Inc. stock rises Thursday, still underperforms market MarketWatch"
UNH,2020-09-23 17:45:00,1,UnitedHealth Group (UNH) Stock Moves -0.72%: What You Should Know Zacks
UNH,2020-09-23 16:25:00,1,"UnitedHealth Group Inc. stock falls Wednesday, still outperforms market MarketWatch"
UNH,2020-09-23 16:07:00,1,GoodRx IPO Surges; Drug Shopping App Value Soars To $19 Billion Investor's Business Daily
UNH,2020-09-22 16:25:00,1,"UnitedHealth Group Inc. stock falls Tuesday, underperforms market MarketWatch"
UNH,2020-09-22 10:46:00,1,"Dow drops nearly 50 points on losses for shares of Goldman Sachs, UnitedHealth MarketWatch"
UNH,2020-09-22 09:00:00,1,United Health Foundation Partners with Florida State University to Establish Graduate-Level Concentration in Military Health Business Wire
UNH,2020-09-21 16:33:00,-1,"Justice Ginsburg's Death Could Undo ObamaCare; UnitedHealth Stock, Centene Hit Investor's Business Daily"
UNH,2020-09-21 16:25:00,-1,"UnitedHealth Group Inc. stock falls Monday, underperforms market MarketWatch"
UNH,2020-09-21 12:03:00,-1,"American Express, Honeywell International Inc. share losses lead Dow's 767-point drop MarketWatch"
UNH,2020-09-21 10:46:00,-1,"Dow down nearly 850 points on losses for shares of American Express, Honeywell International Inc. MarketWatch"
UNH,2020-09-21 09:45:00,-1,"Dow's nearly 625-point drop led by losses in shares of American Express, UnitedHealth MarketWatch"
UNH,2020-09-18 16:51:00,-1,"'Halftime Report' Traders Share Their Thoughts On Zillow, McDonald's And More Benzinga"
UNH,2020-09-18 16:25:00,-1,UnitedHealth Group Inc. stock outperforms market on strong trading day MarketWatch
UNH,2020-09-18 09:59:00,-1,"The Zacks Analyst Blog Highlights: salesforce, Apple, Walmart and UnitedHealth Zacks"
