Company,Timestamp,Label,Headline
AMZN,2020-10-09 19:46:00,1,Browns Returns Beat the Big Boys of the Ivy League Barrons.com
AMZN,2020-10-09 18:36:00,1,"Amazon Looks Like a Holiday Season Winner, Says Analyst TipRanks"
AMZN,2020-10-09 17:09:00,1,Why The Delay Of Amazon Prime Day Could Kick-Start Holiday Sales Investor's Business Daily
AMZN,2020-10-09 17:02:00,1,Is this a golden moment for independent films? Yahoo Finance Video
AMZN,2020-10-09 16:25:00,1,"Amazon.com Inc. stock rises Friday, outperforms market MarketWatch"
AMZN,2020-10-09 16:14:00,1,How to cancel your Amazon Prime account Yahoo Finance
AMZN,2020-10-09 15:25:00,1,Xilinx-AMD Deal Talk Sends Nasdaq Surging; Mizuho Bids Up eBay Motley Fool
AMZN,2020-10-09 15:21:00,1,Stocks extend gains with stimulus prospects in focus Yahoo Finance Video
AMZN,2020-10-09 14:00:00,1,Oil Prices Climb 10% In A Week Oilprice.com
AMZN,2020-10-09 13:40:00,1,Better Buy: Amazon vs. Dollar Tree Motley Fool
AMZN,2020-10-09 13:11:00,1,Google Plans to Make YouTube a Major Shopping Destination Bloomberg
AMZN,2020-10-09 13:08:00,1,Amazon Agrees to Buy up to 15% of Food Distributor SpartanNash's Stock Motley Fool
AMZN,2020-10-09 12:30:00,1,Netflix Is Beating YouTube in This Key Demographic Motley Fool
AMZN,2020-10-09 11:56:00,1,Apple Prepares to Launch 5G iPhones Into Unready U.S. Market Bloomberg
AMZN,2020-10-09 11:47:00,1,GameStop Gets Boost From Microsoft Partnership Motley Fool
AMZN,2020-10-09 11:38:00,1,Why SpartanNash Soared 30% Today Motley Fool
AMZN,2020-10-09 11:11:00,1,"Most popular brands during COVID-19, according to MBLM brand intimacy report Yahoo Finance Video"
AMZN,2020-10-09 11:09:00,1,SpartanNash's stock soars after warrant and commercial agreements with Amazon disclosed MarketWatch
AMZN,2020-10-09 10:47:00,1,Should You Buy Amazon Stock Before Prime Day? Motley Fool
AMZN,2020-10-09 10:18:00,1,A Covid Vaccine Wont Stop Online Shopping. 6 Stocks That Will Benefit. Barrons.com
AMZN,2020-10-09 10:03:00,1,Roku Channel's Availability on Amazon Fire TV Could Vastly Expand Its Reach Motley Fool
AMZN,2020-10-09 09:57:00,1,Why I'm Buying More Anaplan Stock Motley Fool
AMZN,2020-10-09 09:00:00,1,3 Big-Brand Stocks That Are Winning With Teens Motley Fool
AMZN,2020-10-09 08:33:00,1,Don't Ignore This Glaring Problem in Cloud Computing Stocks Motley Fool
AMZN,2020-10-09 08:01:00,1,"Amazon's stock gains after Mizuho analyst boosts target to $4,000 MarketWatch"
AMZN,2020-10-09 08:00:00,1,Amazon warehouses in Hawthorne and Eastvale are fined for coronavirus safety violations LA Times
AMZN,2020-10-09 07:46:00,1,AT&T Can't Afford To Keep HBO Max Off Roku and Fire TV Motley Fool
AMZN,2020-10-09 07:29:00,1,Is the Worst Over for GameStop? Motley Fool
AMZN,2020-10-09 07:05:00,1,2 Top Growth Stocks to Buy Right Now Motley Fool
AMZN,2020-10-09 06:30:00,1,Should Tech Investors Worry About Antitrust? Motley Fool
AMZN,2020-10-09 06:00:00,1,Amazon Wants to Make Jeff Bezos the New King of Bling Bloomberg
AMZN,2020-10-09 04:37:00,1,AMD Is Said in Talks to Buy Rival Xilinx in $30 Billion Deal Bloomberg
AMZN,2020-10-08 17:49:00,1,The Roku Channel Launches on Amazon Fire TV Motley Fool
AMZN,2020-10-08 17:26:00,1,Dow Jones Futures Rise As Trump Reportedly Wants 'Big Deal' On Stimulus Again; Alibaba Leads Three Breakouts Investor's Business Daily
AMZN,2020-10-08 17:00:00,1,Microsoft is now the adult in the room among big tech: Seattle Congresswoman Yahoo Finance
AMZN,2020-10-08 16:46:00,1,Why Venmo Just Launched a Credit Card Motley Fool
AMZN,2020-10-08 16:25:00,1,"Amazon.com Inc. stock falls Thursday, underperforms market MarketWatch"
AMZN,2020-10-08 15:31:00,1,A First Look At Amazon's Rivian-Made Electric Delivery Van Benzinga
AMZN,2020-10-08 15:10:00,1,Where Will Amazon Be in 10 Years? Motley Fool
AMZN,2020-10-08 14:25:00,1,Why Is Everyone Talking About Walmart Stock? Motley Fool
AMZN,2020-10-08 14:15:00,1,"IBM to Spin Off Legacy IT Business, Pegging Future on Cloud Bloomberg"
AMZN,2020-10-08 14:14:00,1,Shark Tank star Daymond John: How to create a successful business during COVID-19 Yahoo Finance
AMZN,2020-10-08 13:58:00,1,Amazon Unveils First Electric Delivery Van Built With Rivian TheStreet.com
AMZN,2020-10-08 13:48:00,1,Amazon Unveils New Electric Delivery Van From Rivian Motley Fool
AMZN,2020-10-08 13:12:00,1,Amazon expands its NFL Thursday Night Football programming will the e-commerce giant buy more NFL rights? MarketWatch
AMZN,2020-10-08 12:45:00,1,"Forget Snowflake, Salesforce Is a Better Cloud Computing Stock Motley Fool"
AMZN,2020-10-08 12:44:00,1,Arista Stock Is Spiking Because J.P. Morgan Sees a Cloud-Demand Rebound Barrons.com
AMZN,2020-10-08 12:30:00,1,Amazon sought to hire intelligence analysts in EU spying row MarketWatch
AMZN,2020-10-08 11:58:00,1,Tech Support: How to Delete Amazon Prime Yahoo Finance Video
AMZN,2020-10-08 11:55:00,1,IBM CEO: Why we just made this 'landmark' business move Yahoo Finance
AMZN,2020-10-08 11:33:00,1,IBM Is Sharpening Its Focus on the Cloud With Infrastructure Spinoff Barrons.com
AMZN,2020-10-08 11:10:00,1,Amazon Shows Off New Rivian Electric Delivery Van Model Bloomberg
AMZN,2020-10-08 11:05:00,1,"Slack CEO on Frontiers conference, innovations for the platform, Microsoft competition Yahoo Finance Video"
AMZN,2020-10-08 10:38:00,1,How Prime Day Impacts Amazon's Stock (AMZN) Investopedia
AMZN,2020-10-08 10:07:00,1,"Amazon debuts its first fully electric delivery vehicle, created in partnership with Rivian TechCrunch"
AMZN,2020-10-08 10:06:00,1,Tesla Stock Is the Next Amazon.com Barrons.com
AMZN,2020-10-08 10:00:00,1,Apple Pushes Back on House Antitrust Findings Motley Fool
AMZN,2020-10-08 09:45:00,1,TV Networks Are About to Lose a Lot of Ad Revenue Motley Fool
AMZN,2020-10-08 09:44:00,1,Does Amazon Even Care About Whole Foods Anymore? Bloomberg
AMZN,2020-10-08 09:19:00,1,Facebook a net bad for society: Kurt Andersen Yahoo Finance
AMZN,2020-10-08 09:00:00,1,Influencers with Andy Serwer: Kurt Andersen Yahoo Finance Video
AMZN,2020-10-08 07:45:00,1,Did Disney Just Scuttle Any Future Streaming Pay-Per-Views for Disney+? Motley Fool
AMZN,2020-10-08 07:30:00,1,"[video]5 Thoughts on the House's Antitrust Report on Google, Facebook, Apple and Amazon TheStreet.com"
AMZN,2020-10-08 07:06:00,1,3 Top Cloud Computing Stocks to Buy Right Now Motley Fool
AMZN,2020-10-08 07:03:00,1,Is GoodRx Stock a Buy? Motley Fool
AMZN,2020-10-08 07:02:00,1,Amazon Says Indian Partner Broke Pact After Ambani Sale Deal Bloomberg
AMZN,2020-10-08 07:00:00,1,INRS Researchers Design the World's Fastest UV Camera CNW Group
AMZN,2020-10-08 06:59:00,1,Worried About the U.S. Stock Market? Buy Alibaba Options. Barrons.com
AMZN,2020-10-08 06:19:00,1,Why Amazon Won't Split Its Stock Motley Fool
AMZN,2020-10-08 06:09:00,1,3 Safe Stocks to Buy in a Not-So-Safe Market Motley Fool
AMZN,2020-10-08 06:06:00,1,"Forget the FAANG Stocks and Buy ""TIPS"" Instead Motley Fool"
AMZN,2020-10-08 05:00:00,1,"U.S. $10 Billion in Sales Expected From Amazons Delayed Prime Day, and Two More Numbers to Know Barrons.com"
AMZN,2020-10-07 22:13:00,1,Ex-Tesla exec Straubel aims to build world's top battery recycler Reuters
AMZN,2020-10-07 19:50:00,1,Why Bed Bath & Beyond Stock Is Up Motley Fool
AMZN,2020-10-07 19:01:00,1,Jim Cramer: Probe Into Big Tech 'Monopoly' Is Just a Political Game TheStreet.com
AMZN,2020-10-07 18:02:00,1,Ex-Tesla executive Straubel aims to build world's top battery recycler Reuters
AMZN,2020-10-07 17:57:00,1,CORRECTED-Ex-Tesla exec Straubel aims to build world's top battery recycler Reuters
AMZN,2020-10-07 17:17:00,1,"What $1,000 Invested in Stocks 10 Years Ago Would Be Worth Today GOBankingRates"
AMZN,2020-10-07 17:15:00,1,"Dow Jones Futures: Stock Market Rally, Apple, Amazon Rebound On Trump Tweet, Elon Musk Eyes Tesla Milestone; Fastly, Etsy, Alibaba, Alexion In Buy Zones Investor's Business Daily"
AMZN,2020-10-07 16:40:00,1,Whole Foods foot traffic down 25% in September: report Yahoo Finance Video
AMZN,2020-10-07 16:25:00,1,"Amazon.com Inc. stock rises Wednesday, outperforms market MarketWatch"
AMZN,2020-10-07 16:20:00,1,Netflix Seen Dominating Streaming Video Market For Foreseeable Future Investor's Business Daily
AMZN,2020-10-07 16:17:00,1,"For big tech, structural separation doesnt mean divestiture: expert Yahoo Finance Video"
AMZN,2020-10-07 15:48:00,1,"Amazon remains top idea at J.P. Morgan on Prime Day, early holiday shopping optimism Yahoo Finance Video"
AMZN,2020-10-07 15:37:00,1,Amazon Prime Day is about making you a customer for life Yahoo Finance
AMZN,2020-10-07 15:06:00,1,"With a potential selloff looming, investors need to rethink their approach to Big Tech, Barclays strategist warns MarketWatch"
AMZN,2020-10-07 13:46:00,1,House Report Has Minimal Impact on Big Tech Stocks Barrons.com
AMZN,2020-10-07 12:45:00,1,Amazon Is Going All Out to Dominate This Bustling E-Commerce Market Motley Fool
AMZN,2020-10-07 12:34:00,1,Big Tech Now Has Reason to Fear a Democratic Victory Bloomberg
AMZN,2020-10-07 12:06:00,1,"How Amazon Makes Money: e-commerce, advertising, and the cloud Investopedia"
AMZN,2020-10-07 11:40:00,1,Amazon sends legal notice to India's Future Group over Reliance deal - ET Now Reuters
AMZN,2020-10-07 11:37:00,1,Amazon sends legal notice to India's Future Group over Reliance deal Reuters
AMZN,2020-10-07 11:33:00,1,Amazon sends legal notice to India's Future Group over Reliance deal- ET Now Reuters
AMZN,2020-10-07 11:29:00,1,Breaking up Facebook 'doesn't solve competition long-term': MIT Professor Yahoo Finance Video
AMZN,2020-10-07 11:18:00,1,"Prime Day Is Prime Time to Buy Amazon Stock, Analysts Say Barrons.com"
AMZN,2020-10-07 11:14:00,1,House lawmakers' Big Tech antitrust report approach is 'likely going to get us the wrong answer': expert Yahoo Finance Video
AMZN,2020-08-25 20:01:00,0,Apple Plans to Start Selling Online in India Next Month Bloomberg
AMZN,2020-08-25 18:43:00,0,The Dow Has a Confidence Problem Barrons.com
AMZN,2020-08-25 18:00:00,0,FANGMAN Is No Match for These 'Seven Princesses' Bloomberg
AMZN,2020-08-25 17:39:00,0,Amazon Is Still The #1 Stock Among Hedge Funds Insider Monkey
AMZN,2020-08-25 16:39:00,0,"The Fall Will Be Busy for IPOs. Snowflake, Asana Are Expected to Go Public in September. Barrons.com"
AMZN,2020-08-25 16:25:00,0,"3M Co. stock falls Tuesday, underperforms market MarketWatch"
AMZN,2020-08-25 14:04:00,0,Netflix Has Gotten Tons of New Subscribers. Why They Will Stick Around Even After Pandemic. Barrons.com
AMZN,2020-08-25 13:54:00,0,Top Consumer Discretionary Stocks for September 2020 Investopedia
AMZN,2020-08-25 13:40:00,0,Amazon Taking on Farfetch With New Luxury Brand Platform Motley Fool
AMZN,2020-08-25 12:46:00,0,"Charting a bullish technical tilt, S&P 500 breaks to record territory MarketWatch"
